Publication Type,Authors,Article Title,Source Title,Publication Year,DOI
J,"Sun, KG; Zhou, FQ; Liu, XY",Study on the impact of emission trading scheme on technological progress of power generation sector in China: A perspective from energy transition,ENERGY,2024,10.1016/j.energy.2024.131750
J,"Chen, DP; Liao, HF; Tan, H",Can carbon trading policy boost upgrading and optimization of industrial structure? An empirical study based on data from China,HUMANITIES & SOCIAL SCIENCES COMMUNICATIONS,2024,10.1057/s41599-024-03739-2
J,"Shi, BB; Feng, C; Qiu, M; Ekeland, A",Innovation suppression and migration effect: The unintentional consequences of environmental regulation,CHINA ECONOMIC REVIEW,2018,10.1016/j.chieco.2017.12.007
J,"Zhang, Y; Yu, Z; Zhang, J; Zhang, WJ",Research on China's regional carbon quota allocation based on the entropy weight-TOPSIS method and CRITIC-VIKOR model,ENVIRONMENT DEVELOPMENT AND SUSTAINABILITY,2024,10.1007/s10668-024-04804-1
J,"Xu, YY; Dai, YF; Guo, LL; Chen, JJ",Leveraging machine learning to forecast carbon returns: Factors from energy markets,APPLIED ENERGY,2024,10.1016/j.apenergy.2023.122515
J,"Zhang, LT; Pan, Z",The Impact of the Carbon Emission Trading Shadow Price on the Green Total Factor Productivity of the Power Industry in China,SUSTAINABILITY,2024,10.3390/su16104020
J,"Liu, S; Peng, Y; She, YA; Liu, YQ",Grasp the nettle or retreat: Dynamic effects decomposition of carbon trading policies from a spatial perspective,JOURNAL OF CLEANER PRODUCTION,2023,10.1016/j.jclepro.2023.137788
J,"Hu, YD; Liu, JX; Ahmed, M",Does emission trading policy restrain economy? A county-scale empirical assessment from Zhejiang Province of China,ENERGY POLICY,2022,10.1016/j.enpol.2022.113138
J,"Chevallier, J",A model of carbon price interactions with macroeconomic and energy dynamics,ENERGY ECONOMICS,2011,10.1016/j.eneco.2011.07.012
J,"Tan, XJ; Liu, YS; Dong, HM; Zhang, Z",The effect of carbon emission trading scheme on energy efficiency: Evidence from China,ECONOMIC ANALYSIS AND POLICY,2022,10.1016/j.eap.2022.06.012
J,"Zheng, HT; Zhang, CY; Zhang, XX",Will carbon emission trading scheme affect industrial investment? Evidence from China's listed companies,APPLIED ECONOMICS,2024,10.1080/00036846.2024.2364119
J,"Duan, B; Ji, XM",Can Carbon Finance Optimize Land Use Efficiency? The Example of China's Carbon Emissions Trading Policy,LAND,2021,10.3390/land10090953
J,"Nguyen, DH; Chapman, A; Farabi-Asl, H",Nation-wide emission trading model for economically feasible carbon reduction in Japan,APPLIED ENERGY,2019,10.1016/j.apenergy.2019.113869
J,"Gao, B; Zhang, JL; Liu, XF",Does carbon risk amplify environmental uncertainty?,INTERNATIONAL REVIEW OF ECONOMICS & FINANCE,2023,10.1016/j.iref.2023.06.037
J,"Xie, L; Mu, XZ; Li, MW; Hu, GW",The impact of the circular economy pilot policy on green total factor productivity: evidence from a quasi-natural experiment in China,CLEAN TECHNOLOGIES AND ENVIRONMENTAL POLICY,2024,10.1007/s10098-024-03014-7
J,"He, CH; Zhang, W",The impact of carbon emission trading on the financing constraints of high-emission enterprises: Evidence from China,FINANCE RESEARCH LETTERS,2024,10.1016/j.frl.2024.105927
J,"Zheng, Y; Zhou, M; Wen, FH",Asymmetric effects of oil shocks on carbon allowance price: Evidence from China,ENERGY ECONOMICS,2021,10.1016/j.eneco.2021.105183
J,"Huang, DW; Chen, G",Can the technologically advanced policy achieve green innovation of small and medium-sized enterprises?-The case of China,FRONTIERS IN ENVIRONMENTAL SCIENCE,2022,10.3389/fenvs.2022.964857
J,"He, LY; Chen, KX",Does China's regional emission trading scheme lead to carbon leakage? Evidence from conglomerates,ENERGY POLICY,2023,10.1016/j.enpol.2023.113481
J,"Li, JQ; Huang, DC; Wu, XQ",The Impact of China's Carbon Emission Trading Policy on Green Total Factor Productivity - Influence Analysis Based on Super-EBM and Multiple Mediators,POLISH JOURNAL OF ENVIRONMENTAL STUDIES,2022,10.15244/pjoes/151538
J,"Liu, JY; Xu, F; Lv, Y","How an emission trading system affects carbon emissions? Evidence from the urban agglomeration in the Middle Reaches of the Yangtze River, China",ECOLOGICAL INDICATORS,2024,10.1016/j.ecolind.2024.111865
J,"Zhou, FT; Huang, ZH; Zhang, CH",Carbon price forecasting based on CEEMDAN and LSTM,APPLIED ENERGY,2022,10.1016/j.apenergy.2022.118601
J,"Zhao, JX",An Empirical Study on Emissions Trading Influence for the Enterprise Environmental Responsibility,ECOLOGICAL CHEMISTRY AND ENGINEERING S-CHEMIA I INZYNIERIA EKOLOGICZNA S,2023,10.2478/eces-2023-0027
J,"Lu, M; Wang, K",The direct energy rebound effects for manufacturing and service sectors in China: Evidence from firm-level estimations,JOURNAL OF CLEANER PRODUCTION,2024,10.1016/j.jclepro.2024.143617
J,"Liao, ZG; Bai, YF; Jian, KR; Chalermkiat, W",The Spatial Spillover Effect and Mechanism of Carbon Emission Trading Policy on Pollution Reduction and Carbon Reduction: Evidence from the Pearl River-West River Economic Belt in China,SUSTAINABILITY,2024,10.3390/su162310279
J,"Liao, ZJ; Zhang, MN","Carbon finance, green supply chain management, and firms' environmental innovation: the moderating role of financing structure",INTERNATIONAL JOURNAL OF PRODUCTION RESEARCH,2024,10.1080/00207543.2024.2398587
J,"Zhou, Y; Jin, CY; Ren, K; Gao, SB; Yu, YX",TFR: A Temporal Feature-Refined Multi-Stage Carbon Price Forecasting,ENERGY SCIENCE & ENGINEERING,2025,10.1002/ese3.2015
J,"Wang, Y; Yang, Y; Hu, XQ",The evolution and effectiveness of China's marine carbon sink fishery policies,OCEAN & COASTAL MANAGEMENT,2024,10.1016/j.ocecoaman.2024.107470
J,"Li, ZG; Wang, J",Spatial spillover effect of carbon emission trading on carbon emission reduction: Empirical data from pilot regions in China,ENERGY,2022,10.1016/j.energy.2022.123906
J,"Pettersson, F; Söderholm, P; Lundmark, R",Fuel switching and climate and energy policies in the European power generation sector: A generalized Leontief model,ENERGY ECONOMICS,2012,10.1016/j.eneco.2011.09.001
J,"Zheng, YH; Zhao, ZY; You, CH; Ye, C; Gao, RW; Chen, SJ",How the Carbon Emissions Trading System Affects Green Total Factor Productivity in Logistics Industry?,POLISH JOURNAL OF ENVIRONMENTAL STUDIES,2024,10.15244/pjoes/178636
J,"Ren, XD; Shao, QL; Zhong, RY","Nexus between green finance, non-fossil energy use, and carbon intensity: Empirical evidence from China based on a vector error correction model",JOURNAL OF CLEANER PRODUCTION,2020,10.1016/j.jclepro.2020.122844
J,"Wang, L; Qiu, XM; Zhang, XX; Ma, RH; Jiang, YH",DEVELOPMENT STATUS AND ENVIRONMENTAL IMPACT EVALUATION OF CHINA'S GREEN FINANCE,APPLIED ECOLOGY AND ENVIRONMENTAL RESEARCH,2019,10.15666/aeer/1705_1224512258
J,"Lopez, JMR; Sakhel, A; Busch, T","Corporate investments and environmental regulation: The role of regulatory uncertainty, regulation-induced uncertainty, and investment history",EUROPEAN MANAGEMENT JOURNAL,2017,10.1016/j.emj.2016.06.004
J,"Hu, JF; Wang, Z; Huang, QH; Hu, MJ",Agricultural trade shocks and carbon leakage: Evidence from China's trade shocks to the Belt & Road economies,ENVIRONMENTAL IMPACT ASSESSMENT REVIEW,2021,10.1016/j.eiar.2021.106629
J,"Yu, P; Hao, RX; Sun, YP",How do the designs of emission trading system affect the value of covered firms-A quasi-natural experiment based on China,ENERGY ECONOMICS,2023,10.1016/j.eneco.2023.106944
J,"Meng, F; Rong, GQ; Zhao, RJ; Chen, B; Xu, XY; Qiu, H; Cao, XD; Zhao, L",Incorporating biochar into fuels system of iron and steel industry: carbon emission reduction potential and economic analysis,APPLIED ENERGY,2024,10.1016/j.apenergy.2023.122377
J,"Wei, XL; Ouyang, HB",Forecasting Carbon Price Using Double Shrinkage Methods,INTERNATIONAL JOURNAL OF ENVIRONMENTAL RESEARCH AND PUBLIC HEALTH,2023,10.3390/ijerph20021503
J,"Yang, F; Wang, CC","Green innovation, clean energy, and emission trading policy: evidence from quasi-natural experiments",TECHNOLOGY ANALYSIS & STRATEGIC MANAGEMENT,2024,10.1080/09537325.2022.2116572
J,"Xu, JY; Zhang, Y",Has the international climate regime promoted climate justice? Evidence from Clean Development Mechanism projects in China,CLIMATE POLICY,2022,10.1080/14693062.2021.2008294
J,"Lee, Y; Yoon, SM","Dynamic Spillover and Hedging among Carbon, Biofuel and Oil",ENERGIES,2020,10.3390/en13174382
J,"Chang, HD; Zhao, YP",The impact of carbon trading on the quantity and quality of green technology innovation: A dynamic QCA analysis based on carbon trading pilot areas,HELIYON,2024,10.1016/j.heliyon.2024.e25668
J,"Yang, YX; Goodarzi, S; Bozorgi, A; Fahimnia, B",Carbon cap-and-trade schemes in closed-loop supply chains: Why firms do not comply?,TRANSPORTATION RESEARCH PART E-LOGISTICS AND TRANSPORTATION REVIEW,2021,10.1016/j.tre.2021.102486
J,"Ma, XD; Xu, QQ",The impact of carbon emissions trading policy on carbon emission of China's power industry: mechanism and spatial spillover effect,ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH,2023,10.1007/s11356-023-27706-7
J,"Yang, WX; Gao, H; Yang, YP; Liao, JC",Embodied Carbon in China's Export Trade: A Multi Region Input-Output Analysis,INTERNATIONAL JOURNAL OF ENVIRONMENTAL RESEARCH AND PUBLIC HEALTH,2022,10.3390/ijerph19073894
J,"Sun, W; Hao, XY; Zhang, XL",Climate policy interactions: Capturing game signals in carbon markets,RENEWABLE & SUSTAINABLE ENERGY REVIEWS,2024,10.1016/j.rser.2024.114385
J,"Zhang, WW; Xi, B",The effect of carbon emission trading on enterprises' sustainable development performance: A quasi-natural experiment based on carbon emission trading pilot in China,ENERGY POLICY,2024,10.1016/j.enpol.2023.113960
J,"He, YN; Wei, YG; Fang, YM; Cao, YY",Booming or sinking: How does an emission trading scheme affect enterprise value?,CHINESE JOURNAL OF POPULATION RESOURCES AND ENVIRONMENT,2022,10.1016/j.cjpre.2022.09.003
J,"Zhou, SX; Guo, ZZ; Ding, Y; Dong, JL; Le, JM; Fu, J",Effect of Green Construction on a Building's Carbon Emission and Its Price at Materialization,SUSTAINABILITY,2021,10.3390/su13020642
J,"Bai, CQ; Liu, HJ; Zhang, RJ; Feng, C",Blessing or curse? Market-driven environmental regulation and enterprises'; total factor productivity: Evidence from China's carbon market pilots,ENERGY ECONOMICS,2023,10.1016/j.eneco.2022.106432
J,"Chen, YJ; Zhang, DY; Guo, K; Ji, Q",Emission trading schemes and cross-border mergers and acquisitions,JOURNAL OF ENVIRONMENTAL ECONOMICS AND MANAGEMENT,2024,10.1016/j.jeem.2024.102949
J,"Wu, ZB; Zhang, W; Zeng, XJ",Exploring the short-term and long-term linkages between carbon price and influence factors considering COVID-19 impact,ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH,2023,10.1007/s11356-022-19858-9
J,"Tan, XJ; Wang, BB; Wei, J; Taghizadeh-Hesary, F",The role of carbon pricing in achieving energy transition in the Post-COP26 era: Evidence from China's industrial energy conservation,RENEWABLE & SUSTAINABLE ENERGY REVIEWS,2023,10.1016/j.rser.2023.113351
J,"Hao, Y; Li, YJ; Shen, ZY",Does carbon emission trading contribute to reducing infectious diseases? Evidence from China,GROWTH AND CHANGE,2023,10.1111/grow.12633
J,"Qin, ZL; Tu, C; Han, WH; Jiang, QT",The impact of market-incentive environmental regulation policies on corporate environmental costs: Evidence from China's carbon trading policy,PLOS ONE,2024,10.1371/journal.pone.0297003
J,"Kim, P; Bae, H",Do firms respond differently to the carbon pricing by industrial sector? How and why? A comparison between manufacturing and electricity generation sectors using firm-level panel data in Korea,ENERGY POLICY,2022,10.1016/j.enpol.2021.112773
J,"Zhu, L; Zhang, XB; Li, Y; Wang, X; Guo, JX",Can an emission trading scheme promote the withdrawal of outdated capacity in energy-intensive sectors? A case study on China's iron and steel industry,ENERGY ECONOMICS,2017,10.1016/j.eneco.2017.02.004
J,"Luo, X; Li, JT; Feng, DW",Changes in the labor share of enterprises under the green and low-carbon transition: Empirical evidence from China's carbon emission trading pilot,PLOS ONE,2024,10.1371/journal.pone.0300595
J,"Liu, XB; Niu, DJ; Bao, CK; Suk, S; Sudo, K","Affordability of energy cost increases for companies due to market-based climate policies: A survey in Taicang, China",APPLIED ENERGY,2013,10.1016/j.apenergy.2012.09.008
J,"Felbermayr, G; Peterson, S; Wanner, J","Trade and the environment, trade policies and environmental policies-How do they interact?",JOURNAL OF ECONOMIC SURVEYS,2025,10.1111/joes.12628
J,"Li, ZH; Yuan, BB; Wang, Y; Qian, JW; Wu, HT",The role of digital finance on the synergistic governance of pollution & carbon: Evidence from Chinese cities,SUSTAINABLE CITIES AND SOCIETY,2024,10.1016/j.scs.2024.105812
J,"Chen, SJ; Mao, H; Sun, JQ",Low-Carbon City Construction and Corporate Carbon Reduction Performance: Evidence From a Quasi-Natural Experiment in China,JOURNAL OF BUSINESS ETHICS,2022,10.1007/s10551-021-04886-1
J,"Calabrese, A; Costa, R; Levialdi, N; Menichini, T; Montalvan, RAV",Does More Mean Better? Exploring the Relationship between Report Completeness and Environmental Sustainability,SUSTAINABILITY,2020,10.3390/su122410635
J,"Guo, L; Xiao, F; Guo, FL","Incentives, penalties, and digital transformation of enterprises: evidence from China",ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH,2023,10.1007/s11356-023-29250-w
J,"Feng, YH; Chen, SL; Failler, P",Productivity Effect Evaluation on Market-Type Environmental Regulation: A Case Study of SO2 Emission Trading Pilot in China,INTERNATIONAL JOURNAL OF ENVIRONMENTAL RESEARCH AND PUBLIC HEALTH,2020,10.3390/ijerph17218027
J,"Zhao, TZ; Ke, HQ; Zhang, N",Comparing the innovation impacts on firms: Pilot vs. National Carbon Emission Trading Schemes in China,APPLIED ENERGY,2025,10.1016/j.apenergy.2024.124414
J,"Wei, X; Liu, RR; Chen, W",How the COVID-19 Pandemic Impacts Green Inventions: Evidence from a Quasi-Natural Experiment in China,SUSTAINABILITY,2022,10.3390/su141610385
J,"Borojo, DG",The heterogeneous impacts of environmental technologies and research and development spending on green growth in emerging economies: the moderating role of financial globalization,FRONTIERS IN ENVIRONMENTAL SCIENCE,2024,10.3389/fenvs.2024.1351861
J,"Niu, XY; Zhang, YW; Li, BQ; Chen, ZL; Ni, GH; Lyu, N",How does carbon emission trading scheme affect enterprise market value? A roadmap towards natural resources sustainability,RESOURCES POLICY,2024,10.1016/j.resourpol.2023.104542
J,"Liu, JP; Zhang, XB; Song, XH",Regional carbon emission evolution mechanism and its prediction approach driven by carbon trading - A case study of Beijing,JOURNAL OF CLEANER PRODUCTION,2018,10.1016/j.jclepro.2017.11.133
J,"Zhao, XG; Zhang, YZ",The System Dynamics (SD) Analysis of the Government and Power Producers' Evolutionary Game Strategies Based on Carbon Trading (CT) Mechanism: A Case of China,SUSTAINABILITY,2018,10.3390/su10041150
J,"Le, H; Azhgaliyeva, D",Carbon pricing and firms' GHG emissions: Firm-level empirical evidence from East Asia,JOURNAL OF CLEANER PRODUCTION,2023,10.1016/j.jclepro.2023.139504
J,"Gallastegui, MC; González-Eguino, M; Galarraga, I",Cost effectiveness of a combination of instruments for global warming: a quantitative approach for Spain,SERIES-JOURNAL OF THE SPANISH ECONOMIC ASSOCIATION,2012,10.1007/s13209-011-0054-7
J,"Xu, LY; Sun, H",Study on the Impact of Carbon Emission Trading Pilot on Green Land Use Efficiency in Cities,LAND,2024,10.3390/land13040526
J,"Liu, XB; Wang, C; Zhang, WS; Suk, S; Sudo, K",Company's affordability of increased energy costs due to climate policies: A survey by sector in China,ENERGY ECONOMICS,2013,10.1016/j.eneco.2012.09.014
J,"Zhang, GD; Wang, JL; Liu, Y",Carbon suppresses energy - How does carbon emission right trading policy alleviate the energy trilemma?,ENERGY,2024,10.1016/j.energy.2024.132790
J,"Abakah, EJA; Shao, DX; Tiwari, AK; Lee, CC",Asymmetric relationship between carbon market and energy markets,ENERGY,2024,10.1016/j.energy.2024.133656
J,"Zhang, JN; Lyu, YW; Li, YT; Geng, Y",Digital economy: An innovation driving factor for low-carbon development,ENVIRONMENTAL IMPACT ASSESSMENT REVIEW,2022,10.1016/j.eiar.2022.106821
J,"Krzemien, A; Fernández, JJA; Fernández, PR; Valverde, GF; Garcia-Cortes, S",Valuation of Ecosystem Services Based on EU Carbon Allowances-Optimal Recovery for a Coal Mining Area,INTERNATIONAL JOURNAL OF ENVIRONMENTAL RESEARCH AND PUBLIC HEALTH,2023,10.3390/ijerph20010381
J,"Zhang, Z; Wang, P; Chen, Y; Song, X; Wei, X; Shi, PJ",Global warming over 1960-2009 did increase heat stress and reduce cold stress in the major rice-planting areas across China,EUROPEAN JOURNAL OF AGRONOMY,2014,10.1016/j.eja.2014.05.008
J,"Dagestani, A; Shang, YP; Schneider, N; Cifuentes-Faura, J; Zhao, X",Porter in China: A quasi-experimental view of market-based environmental regulation effects on firm performance,ENERGY ECONOMICS,2023,10.1016/j.eneco.2023.106966
J,"Da, BW; Liu, CZ; Liu, NN; Xia, YF; Xie, FM",Coal-Electric Power Supply Chain Reduction and Operation Strategy under the Cap-and-Trade Model and Green Financial Background,SUSTAINABILITY,2019,10.3390/su11113021
J,"Li, G; Wang, XY",Energy quota trading policy and energy efficiency: The role of government supervision and public participation,TECHNOLOGICAL FORECASTING AND SOCIAL CHANGE,2024,10.1016/j.techfore.2024.123565
J,"Wen, LM; Sun, SF",Does emission trading system improve the urban land green use efficiency? Empirical evidence from Chinese cities,ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH,2023,10.1007/s11356-023-30678-3
J,"Chen, L; Liu, YN; Gao, Y; Wang, JJ",Carbon Emission Trading Policy and Carbon Emission Efficiency: An Empirical Analysis of China's Prefecture-Level Cities,FRONTIERS IN ENERGY RESEARCH,2021,10.3389/fenrg.2021.793601
J,"Zhang, DY; Kong, QX; Wang, YZ; Vigne, SA",Exquisite workmanship through net-zero emissions? The effects of carbon emission trading policy on firms' export product quality,ENERGY ECONOMICS,2023,10.1016/j.eneco.2023.106701
J,"Zhang, PF; Gu, HY",Potential policy coordination: Can energy intensity targets affect energy poverty?,ENERGY ECONOMICS,2023,10.1016/j.eneco.2023.106932
J,"Zhang, PD; Peng, BB; Lin, ZG; Du, HB","The impact of latent policy synergy between cities on air pollution: An empirical analysis from China's ' s 12,764 air policies",JOURNAL OF ENVIRONMENTAL MANAGEMENT,2024,10.1016/j.jenvman.2024.122549
J,"Li, C; Yang, XY; Xu, HM; Ju, HL","The impacts of different environmental regulations on firm's performance in China based on R&D investment, environmental innovation and non-environmental innovation",TECHNOLOGY ANALYSIS & STRATEGIC MANAGEMENT,2024,10.1080/09537325.2024.2337350
J,"Pal, K; Mukhopadhyay, JP; Bhagawan, P",Does cap-and-trade scheme impact energy efficiency and firm value? Empirical evidence from India,ENERGY ECONOMICS,2024,10.1016/j.eneco.2024.107581
J,"Liu, YY; Wang, YJ; Li, XF","Carbon market integration, productivity, and welfare: A quantitative analysis",JOURNAL OF ECONOMIC SURVEYS,2024,10.1111/joes.12637
J,"Chong, D; Sun, N",Explore emission reduction strategy and evolutionary mechanism under central environmental protection inspection system for multi-agent based on evolutionary game theory,COMPUTER COMMUNICATIONS,2020,10.1016/j.comcom.2020.02.086
J,"Boto-García, D; Albert, JF; Gómez-Fernández, N",Carbon price shocks and tourism demand,ANNALS OF TOURISM RESEARCH,2024,10.1016/j.annals.2024.103813
J,"Hua, JG; Zhu, D; Jia, YF",Research on the Policy Effect and Mechanism of Carbon Emission Trading on the Total Factor Productivity of Agricultural Enterprises,INTERNATIONAL JOURNAL OF ENVIRONMENTAL RESEARCH AND PUBLIC HEALTH,2022,10.3390/ijerph19137581
J,"Huo, D; Zhang, XT; Hu, C; Tang, AD; Chen, YC; Chen, F; Chen, ZM; Xu, WY",Spatial externality of journalism on carbon efficiency: A quasi-natural experiment based on interplay of journalism-based professionally generated content and digital economy,ECONOMIC ANALYSIS AND POLICY,2023,10.1016/j.eap.2023.10.009
J,"Shen, YB; Liu, JL; Tian, W",Interaction between international trade and logistics carbon emissions,ENERGY REPORTS,2022,10.1016/j.egyr.2022.07.159
J,"Chen, G; Hibiki, A",Can the Carbon Emission Trading Scheme Influence Industrial Green Production in China?,SUSTAINABILITY,2022,10.3390/su142315829
J,"Chen, M; Li, ZF; Liu, Z",Substantive response or strategic response? The induced green innovation effects of carbon prices,INTERNATIONAL REVIEW OF FINANCIAL ANALYSIS,2024,10.1016/j.irfa.2024.103139
J,"Guo, JF; Ou, XT; Li, Y; Liu, KC",Can the Carbon Emissions Trading Pilot Policy Improve the Ecological Well-Being Performance of Cities in China?,SUSTAINABILITY,2024,10.3390/su16020841
J,"Miyoshi, C; Fukui, H",Measuring the rebound effects in air transport: The impact of jet fuel prices and air carriers' fuel efficiency improvement of the European airlines,TRANSPORTATION RESEARCH PART A-POLICY AND PRACTICE,2018,10.1016/j.tra.2018.01.008
J,"Cao, QR; Zhou, SY; Sajid, MJ; Cao, M",The impact of China's carbon-reduction policies on provincial industrial competitiveness,ENERGY EFFICIENCY,2022,10.1007/s12053-022-10040-1
J,"Zou, L; Ma, JJ",Does carbon emission trading scheme improve corporate green mergers and acquisitions? Evidence from Chinese industrial enterprises,ENVIRONMENT DEVELOPMENT AND SUSTAINABILITY,2024,10.1007/s10668-024-05327-5
J,"Zhang, JW; Liang, ZY; Matsumoto, T; Zhang, TJ",Environmental and Economic Implication of Implementation Scale of Sewage Sludge Recycling Systems Considering Carbon Trading Price,SUSTAINABILITY,2022,10.3390/su14148684
J,"Liao, HL; Li, CX; Nie, YY; Tan, J; Liu, K",Environmental efficiency assessment for remanufacture of end of life machine and multi-objective optimization under carbon trading mechanism,JOURNAL OF CLEANER PRODUCTION,2021,10.1016/j.jclepro.2021.127168
J,"Sæther, SR",Climate policy choices: An empirical study of the effects on the OECD and BRICS power sector emission intensity,ECONOMIC ANALYSIS AND POLICY,2021,10.1016/j.eap.2021.06.011
J,"Li, LN; Jin, XL; Li, YM; Chen, H; Wang, Y",The impact of carbon trading policy on regional ecological risk: Synergy between market-based environmental policy and government intervention,FRONTIERS IN ENVIRONMENTAL SCIENCE,2022,10.3389/fenvs.2022.1010522
J,"Norbäck, D; Lu, C; Zhang, YP; Li, BZ; Zhao, ZH; Huang, C; Zhang, X; Qian, H; Sun, YX; Wang, J; Liu, W; Sundell, J; Deng, QH","Sources of indoor particulate matter (PM) and outdoor air pollution in China in relation to asthma, wheeze, rhinitis and eczema among pre-school children: Synergistic effects between antibiotics use and PM10 and second hand smoke",ENVIRONMENT INTERNATIONAL,2019,10.1016/j.envint.2019.01.036
J,"Zhang, Q; Hu, SY; Chen, DJ",A comparison between coal-to-olefins and oil-based ethylene in China: An economic and environmental prospective,JOURNAL OF CLEANER PRODUCTION,2017,10.1016/j.jclepro.2017.06.229
J,"Lai, JM; Chen, YY",Innovation spillover effect of the pilot carbon emission trading policy in China,HELIYON,2023,10.1016/j.heliyon.2023.e20062
J,"Nazifi, F",Modelling the price spread between EUA and CER carbon prices,ENERGY POLICY,2013,10.1016/j.enpol.2013.01.006
J,"Chevallier, J; Goutte, S","Estimation of L,vy-driven Ornstein-Uhlenbeck processes: application to modeling of and fuel-switching",ANNALS OF OPERATIONS RESEARCH,2017,10.1007/s10479-015-1967-5
J,"Gao, AN; Sun, M; Han, D; Shen, CY",Multiresolution analysis of information flows from international carbon trading market to the clean energy stock market,JOURNAL OF RENEWABLE AND SUSTAINABLE ENERGY,2020,10.1063/5.0022046
J,"Shin, J; Hong, SG; Lee, S; Hong, S; Lee, J",Estimation of soil carbon sequestration and profit analysis on mitigation of CO2-eq. emission in cropland cooperated with compost and biochar,APPLIED BIOLOGICAL CHEMISTRY,2017,10.1007/s13765-017-0298-4
J,"Cai, WG; Ye, PY",Does carbon emission trading improve low-carbon technical efficiency? Evidence from China,SUSTAINABLE PRODUCTION AND CONSUMPTION,2022,10.1016/j.spc.2021.09.024
J,"Lin, S; Wang, BB; Wu, W; Qi, SZ",The potential influence of the carbon market on clean technology innovation in China,CLIMATE POLICY,2018,10.1080/14693062.2017.1392279
J,"Sun, CW; Tie, Y; Yu, LL",How to achieve both environmental protection and firm performance improvement: Based on China's carbon emissions trading (CET) policy,ENERGY ECONOMICS,2024,10.1016/j.eneco.2023.107282
J,"de Jong, M; van Hal, O; Pijlman, J; van Eekeren, N; Junginger, M",Paludiculture as paludifuture on Dutch peatlands: An environmental and economic analysis of Typha cultivation and insulation production,SCIENCE OF THE TOTAL ENVIRONMENT,2021,10.1016/j.scitotenv.2021.148161
J,"Gong, CY; Yao, ZL; Chen, H; Huang, DM; Wang, XL; Wang, ZX; Shi, S",An optimal coordinated planning strategy for distributed energy station based on characteristics of electric vehicle charging behavior under carbon trading mechanism,INTERNATIONAL JOURNAL OF ELECTRICAL POWER & ENERGY SYSTEMS,2023,10.1016/j.ijepes.2022.108884
J,"Tian, JZ; Liu, YS; Lan, MR",Is carbon trading working for construction companies green development ? Evidence from listed Chinese companies,FRONTIERS IN ENVIRONMENTAL SCIENCE,2024,10.3389/fenvs.2024.1414086
J,"Abbas, A; Zhang, GQ; Bilal; Chengang, YG","Firm governance structures, earnings management, and carbon emission disclosures in Chinese high-polluting firms",BUSINESS ETHICS THE ENVIRONMENT & RESPONSIBILITY,2023,10.1111/beer.12582
J,"Yang, ZH; Shen, Y",The impact of intelligent manufacturing on industrial green total factor productivity and its multiple mechanisms,FRONTIERS IN ENVIRONMENTAL SCIENCE,2023,10.3389/fenvs.2022.1058664
J,"Kim, EYJ",The TOEFL iBT writing: Korean students' perceptions of the TOEFL iBT writing test,ASSESSING WRITING,2017,10.1016/j.asw.2017.02.001
J,"Hájek, M; Zimmermannová, J; Helman, K; Rozensky, L",Analysis of carbon tax efficiency in energy industries of selected EU countries,ENERGY POLICY,2019,10.1016/j.enpol.2019.110955
J,"Zhou, XX; Dai, MS; Liu, L","Green credit, carbon emission trading and corporate green innovation: Evidence from China",PACIFIC-BASIN FINANCE JOURNAL,2024,10.1016/j.pacfin.2024.102445
J,"Widyanti, R; Wlodarczyk, A",ENVIRONMENTAL STRATEGIES OF ENERGY COMPANIES DURING THE COVID-19 PANDEMIC,POLISH JOURNAL OF MANAGEMENT STUDIES,2023,10.17512/pjms.2023.28.1.22
J,"Liu, Y; Zhao, X; Kong, FJ",The dynamic impact of digital economy on the green development of traditional manufacturing industry: Evidence from China,ECONOMIC ANALYSIS AND POLICY,2023,10.1016/j.eap.2023.08.005
J,"Sato, M; Dechezleprêtre, A",Asymmetric industrial energy prices and international trade,ENERGY ECONOMICS,2015,10.1016/j.eneco.2015.08.020
J,"Hu, LW; Yu, S; Marks, T; Zhang, YT; Lodge, CC; Dharmage, SC; Gurram, N; Bloom, MS; Lin, S; Zeeshan, M; Yu, HY; Zhou, Y; Liu, RQ; Yang, BY; Zeng, XW; Hu, Q; Dong, GH",The time window of pet ownership exposure modifies the relationship of Environmental Tobacco Smoke with lung function: A large population-based cohort study,ENVIRONMENTAL RESEARCH,2020,10.1016/j.envres.2020.109197
J,"Yang, F; Riaz, N; Wu, GY",Inequity in Environmental Pollution of China's Livestock and Poultry Industry: A Frontier Applications of Spatial Models,SUSTAINABILITY,2022,10.3390/su141811671
J,"Sonnenschein, J; Mundaca, L",Decarbonization under green growth strategies? The case of South Korea,JOURNAL OF CLEANER PRODUCTION,2016,10.1016/j.jclepro.2015.08.060
J,"Shao, HH; Wang, YN; Wen, HW",Investigating the carbon curse of natural resource dependence: A carbon trading scheme,ECONOMIC ANALYSIS AND POLICY,2024,10.1016/j.eap.2024.04.024
J,"Hamid, S; Wang, Q; Wang, K",Intertemporal evolution and influencing determinants of environmental productivity in South Asia's electric power sectors: technological heterogeneity perspective,INTERNATIONAL JOURNAL OF ENVIRONMENTAL SCIENCE AND TECHNOLOGY,2024,10.1007/s13762-023-04945-2
